_id,BankAccount,Currency,CurrencyAmount,NumberOfItems,BoughtOrSold,ShopOwner,Buyer,Seller,WorldObjectItem,ItemUsed,Citizen,ActionLocation,Count,Time
"67e6e9154cdda8125e5db54c",481489,112783,9.0,3.0,18,356337,481483,356337,"StoreItem","RootCampfireSaladItem",481483,"554,71,811",2.0,12981
"67e6e9a84cdda8125e5dc6ac",516724,112783,3.0,1.0,18,356337,516716,356337,"StoreItem","BeetCampfireSaladItem",516716,"554,71,811",1.0,12755
"67e6ebfd4cdda8125e5e0e21",483922,112783,45.0,15.0,18,481706,483914,481706,"StoreItem","HewnLogItem",483914,"1506,71,1582",1.0,13351
"67e6ed214cdda8125e5e329c",357843,112783,3.0,1.0,18,356337,357835,356337,"StoreItem","RootCampfireSaladItem",357835,"554,71,811",3.0,14062
"67e6ed7f4cdda8125e5e3cbb",490492,112783,0.119999997,12.0,18,362215,490484,362215,"StoreItem","CharredFishItem",490484,"759,73,1442",4.0,13794
"67e6eed24cdda8125e5e6506",513314,112783,270.0,27.0,19,111594,111594,513306,"StoreItem","GeologyResearchPaperBasicItem",513306,"818,71,771",1.0,14077
"67e6ef7e4cdda8125e5e77e0",479605,112783,60.0,15.0,18,481706,479597,481706,"StoreItem","HewnLogItem",479597,"1506,71,1582",2.0,14365
"67e6f04b4cdda8125e5e8e62",484915,112783,2.200000048,22.0,19,480956,480956,484905,"StoreItem","WoodPulpItem",484905,"1412,72,571",27.0,17926
"67e6f0774cdda8125e5e9349",481305,112783,40.0,1.0,18,362223,481295,362223,"StoreItem","DendrologyResearchPaperBasicItem",481295,"1409,68,654",3.0,17649
"67e6f0a34cdda8125e5e9909",479605,112783,6.0,20.0,19,481706,481706,479597,"StoreItem","BirchLogItem",479597,"1506,71,1582",27.0,17393
"67e6f0d64cdda8125e5e9f33",575950,112783,0.299999982,30.0,18,362215,575942,362215,"StoreItem","PlantFibersItem",575942,"759,73,1442",5.0,15656
"67e6f1174cdda8125e5ea6ad",457460,112783,7.400000095,74.0,19,480956,480956,362219,"StoreItem","WoodPulpItem",362219,"1412,72,571",1.0,14658
"67e6f2b14cdda8125e5ed212",111777,112783,15.300000191,9.0,18,510794,111769,510794,"StoreItem","HewnLogItem",111769,"1407,72,1357",6.0,16669
"67e6f2fb4cdda8125e5edb45",516724,112783,2.5,1.0,18,356337,516716,356337,"StoreItem","ToppedPorridgeItem",516716,"554,71,811",3.0,17788
"67e6f3084cdda8125e5edc83",497950,112783,60.0,2.0,19,481483,481483,497942,"StoreItem","DendrologyResearchPaperBasicItem",497942,"466,69,826",13.0,17549
"67e6f34a4cdda8125e5ee370",357843,112783,2.5,1.0,18,356337,357835,356337,"StoreItem","ToppedPorridgeItem",357835,"554,71,811",4.0,17708
"67e6f3894cdda8125e5ee95c",479825,112783,11.25,9.0,18,464974,479817,464974,"StoreItem","CharredFishItem",479817,"1398,73,576",8.0,17498
"67e6f4354cdda8125e5efab0",481489,112783,10.0,4.0,18,356337,481483,356337,"StoreItem","ToppedPorridgeItem",481483,"554,71,811",2.0,17449
"67e6f43d4cdda8125e5efb68",357170,112783,30.0,1.0,18,508531,357162,508531,"StoreItem","SmallWoodCartItem",357162,"642,68,579",2.0,16546
"67e6f46b4cdda8125e5eff65",483082,112783,0.059999999,3.0,18,362219,483074,362219,"StoreItem","SaguaroSeedItem",483074,"1290,73,519",1.0,15510
"67e6f47d4cdda8125e5f0085",481716,112783,8.0,8.0,18,362211,481706,362211,"StoreItem","CharredFishItem",481706,"1418,72,74",5.0,17828
"67e6f4b94cdda8125e5f05f8",491739,112783,30.0,15.0,19,362219,362219,491731,"StoreItem","HewnLogItem",491731,"1290,73,519",3.0,17044
"67e6f54c4cdda8125e5f13f5",457459,112783,40.0,2.0,18,481706,362207,481706,"StoreItem","DendrologyResearchPaperBasicItem",362207,"1506,71,1582",3.0,16328
"67e6f56e4cdda8125e5f17ff",457465,112783,90.0,6.0,18,479817,362223,479817,"StoreItem","GeologyResearchPaperBasicItem",362223,"1292,72,653",2.0,16421
"67e6f57d4cdda8125e5f1995",357001,112783,300.0,30.0,19,111594,111594,356993,"StoreItem","GeologyResearchPaperBasicItem",356993,"818,71,771",7.0,17983
"67e6f5944cdda8125e5f1c5b",513314,112783,240.0,24.0,19,111594,111594,513306,"StoreItem","GeologyResearchPaperBasicItem",513306,"818,71,771",1.0,15806
"67e6f6684cdda8125e5f3383",492291,112783,35.700000763,119.0,19,111769,111769,492283,"StoreItem","BeetItem",492283,"1382,81,1379",10.0,16161
"67e6f6954cdda8125e5f3737",356345,112783,76.0,2.0,18,482742,356337,482742,"StoreItem","GatheringResearchPaperBasicItem",356337,"1282,73,158",1.0,16064
"67e6f6ad4cdda8125e5f3943",492930,112783,30.0,1.0,18,508531,362224,508531,"StoreItem","SmallWoodCartItem",362224,"642,68,579",1.0,16087
"67e6f7614cdda8125e5f4a34",526279,112783,22.5,15.0,18,362223,526270,362223,"StoreItem","HewnLogItem",526270,"1409,68,653",8.0,16959
"67e6f7634cdda8125e5f4a57",490492,112783,4.0,20.0,19,362215,362215,490484,"StoreItem","SandstoneItem",490484,"759,73,1442",8.0,17687
"67e6f7664cdda8125e5f4aa6",487531,112783,22.5,15.0,18,362223,487523,362223,"StoreItem","HewnLogItem",487523,"1409,68,653",16.0,16978
"67e6f7914cdda8125e5f4f27",457466,112783,25.0,50.0,19,481706,481706,362211,"StoreItem","CedarLogItem",362211,"1506,71,1582",19.0,17999
"67e6f8fd4cdda8125e5f762c",541340,112783,38.0,1.0,18,482742,353194,482742,"StoreItem","GatheringResearchPaperBasicItem",353194,"1282,73,158",2.0,16707
"67e6f91f4cdda8125e5f7a0f",484747,112783,21.0,15.0,18,510794,484739,510794,"StoreItem","HewnLogItem",484739,"1407,72,1357",2.0,16776
"67e6f9ed4cdda8125e5f91ab",483061,112783,40.0,1.0,18,510794,483053,510794,"StoreItem","FarmersTableItem",483053,"1407,72,1357",2.0,17852
"67e6fa2a4cdda8125e5f981c",506140,112783,36.0,12.0,18,356337,506132,356337,"StoreItem","ToppedPorridgeItem",506132,"554,71,811",1.0,16980
"67e6fab44cdda8125e5fa7ec",481292,112783,30.0,1.0,18,483085,481279,483085,"StoreItem","SmallWoodCartItem",481279,"786,72,19",1.0,17118
"67e6fb074cdda8125e5fb09c",593377,112783,6.120000362,34.0,18,464974,593369,464974,"StoreItem","CharredMushroomsItem",593369,"1398,73,576",4.0,17202
"67e6fb184cdda8125e5fb267",482750,112783,60.0,2.0,18,541330,482742,541330,"StoreItem","DendrologyResearchPaperBasicItem",482742,"1438,71,43",2.0,17840
"67e6fb694cdda8125e5fbaeb",494336,112783,7.0,10.0,18,510847,494328,510847,"StoreItem","MortarItem",494328,"733,72,728",2.0,17568
"67e6fb964cdda8125e5fbfec",483922,112783,30.0,1.0,18,481706,483914,481706,"StoreItem","WoodPlaqueItem",483914,"1506,71,1582",1.0,17345
"67e6fba04cdda8125e5fc10b",481479,112783,8.0,1.0,18,111769,481471,111769,"StoreItem","FernCampfireSaladItem",481471,"1382,81,1379",2.0,17355
"67e6fbba4cdda8125e5fc3fb",522429,112783,3.0,300.0,18,542521,522421,542521,"StoreItem","TaroRootItem",522421,"170,68,828",1.0,17380
"67e6fc6b4cdda8125e5fdc6f",576036,112783,27.0,15.0,18,507824,576028,507824,"StoreItem","HewnLogItem",576028,"585,70,643",2.0,17581
"67e6fc864cdda8125e5fdf79",507833,112783,9.0,3.0,18,356337,497080,356337,"StoreItem","ToppedPorridgeItem",497080,"554,71,811",2.0,17590
"67e6fcbc4cdda8125e5fe5e5",480963,112783,0.300000012,1.0,18,464974,480956,464974,"StoreItem","CharredCornItem",480956,"1398,73,576",3.0,17665
"67e6fdb24cdda8125e6004fd",495863,112783,30.0,1.0,18,483085,482551,483085,"StoreItem","SmallWoodCartItem",482551,"786,72,19",1.0,17884
"67e6fe184cdda8125e6013ad",111764,112783,4.300000191,43.0,19,539012,539012,111758,"StoreItem","BoleteMushroomsItem",111758,"1588,69,42",4.0,17987
"67e6fe4a4cdda8125e601a4a",357001,112783,4.5,15.0,18,491731,356993,491731,"StoreItem","AdobeItem",356993,"1366,65,360",16.0,21420
"67e6fe594cdda8125e601bfa",357170,112783,80.0,160.0,19,508531,508531,357162,"StoreItem","OakLogItem",357162,"642,68,579",10.0,21107
"67e6fe684cdda8125e601ddb",457466,112783,0.400000006,1.0,18,539012,362211,539012,"StoreItem","ToppedPorridgeItem",362211,"1588,69,42",7.0,18476
"67e6fe834cdda8125e602115",592604,112783,6.0,20.0,18,464974,592596,464974,"StoreItem","CharredCornItem",592596,"1398,73,576",3.0,21540
"67e6fea74cdda8125e602546",575950,112783,0.200000003,1.0,18,362215,575942,362215,"StoreItem","FishingPoleItem",575942,"759,73,1442",17.0,21308
"67e6febc4cdda8125e6027a6",506140,112783,35.0,1.0,18,529366,506132,529366,"StoreItem","FishTrapItem",506132,"1421,67,840",4.0,18546
"67e6fede4cdda8125e602b01",481716,112783,30.0,2.0,18,541330,481706,541330,"StoreItem","GeologyResearchPaperBasicItem",481706,"1438,71,43",3.0,19236
"67e6ff1f4cdda8125e6031d4",479605,112783,25.199998856,14.0,18,494426,479597,494426,"StoreItem","HewnLogItem",479597,"1272,69,1264",5.0,18459
"67e6ff2b4cdda8125e603314",490492,112783,19.700000763,197.0,18,362215,490484,362215,"StoreItem","PlantFibersItem",490484,"759,73,1442",1.0,18261
"67e6ff404cdda8125e603545",481292,112783,30.0,1.0,18,483085,481279,483085,"StoreItem","SmallWoodCartItem",481279,"786,72,19",6.0,20199
"67e6ff784cdda8125e603ce0",494274,112783,2.5,2.0,18,362215,494266,362215,"StoreItem","CharredMeatItem",494266,"759,73,1442",11.0,20331
"67e6ff8a4cdda8125e603f11",481479,112783,35.0,5.0,18,111769,481471,111769,"StoreItem","BeetCampfireSaladItem",481471,"1382,81,1379",3.0,21503
"67e6ffda4cdda8125e6048cf",484747,112783,21.0,15.0,18,510794,484739,510794,"StoreItem","HewnLogItem",484739,"1407,72,1357",3.0,21448
"67e700094cdda8125e604efa",585213,112783,2.5,2.0,18,555551,568850,555551,"StoreItem","CharredMeatItem",568850,"866,66,849",8.0,18572
"67e700284cdda8125e6052da",636497,112783,9.0,6.0,18,362223,487523,362223,"StoreItem","HewnLogItem",487523,"1409,68,653",4.0,19426
"67e700544cdda8125e6057b8",457459,112783,40.0,4.0,18,362211,362207,362211,"StoreItem","BisonCarcassItem",362207,"1418,72,74",1.0,18558
"67e7007d4cdda8125e605c78",483922,112783,90.0,60.0,18,481706,483914,481706,"StoreItem","HewnLogItem",483914,"1506,71,1582",8.0,20429
"67e7007f4cdda8125e605ca9",111764,112783,0.800000012,2.0,18,539012,111758,539012,"StoreItem","ToppedPorridgeItem",111758,"1588,69,42",11.0,20034
"67e700d94cdda8125e6066e0",457457,112783,21.0,15.0,18,483085,362215,483085,"StoreItem","HewnLogItem",362215,"786,72,19",2.0,19707
"67e700e34cdda8125e606805",484915,112783,40.0,1.0,18,362223,484905,362223,"StoreItem","ButcheryTableItem",484905,"1409,68,653",2.0,18805
"67e700fd4cdda8125e606ac0",357843,112783,9.0,3.0,18,356337,357835,356337,"StoreItem","ToppedPorridgeItem",357835,"554,71,811",3.0,20841
"67e701024cdda8125e606b17",481489,112783,100.0,2.0,18,507824,481483,507824,"StoreItem","ButcheryTableItem",481483,"585,70,643",3.0,18818
"67e7014e4cdda8125e6072bf",111777,112783,21.0,15.0,18,510794,111769,510794,"StoreItem","HewnLogItem",111769,"1407,72,1357",1.0,18808
"67e702064cdda8125e6084b7",457465,112783,38.0,1.0,18,482742,362223,482742,"StoreItem","GatheringResearchPaperBasicItem",362223,"1282,73,158",3.0,20157
"67e702514cdda8125e608ccf",594314,112783,1.25,1.0,18,362215,594306,362215,"StoreItem","CharredMeatItem",594306,"759,73,1442",10.0,20734
"67e7025f4cdda8125e608e68",480963,112783,6.0,20.0,18,464974,480956,464974,"StoreItem","CharredCornItem",480956,"1398,73,576",3.0,19101
"67e702914cdda8125e609356",485965,112783,3.5,1.0,18,356337,485957,356337,"StoreItem","BeetCampfireSaladItem",485957,"554,71,811",3.0,19564
"67e702ba4cdda8125e609813",111859,112783,0.400000006,2.0,18,501476,111851,501476,"StoreItem","FernSporeItem",111851,"829,69,228",11.0,20190
"67e702c94cdda8125e60997e",479825,112783,4.5,15.0,18,464974,479817,464974,"StoreItem","CharredCornItem",479817,"1398,73,576",9.0,21169
"67e702c94cdda8125e609991",512007,112783,120.0,4.0,18,541330,483900,541330,"StoreItem","DendrologyResearchPaperBasicItem",483900,"1438,71,43",4.0,20976
"67e703104cdda8125e60a24a",491739,112783,4.0,2.0,18,529835,491731,529835,"StoreItem","RootCampfireSaladItem",491731,"1338,76,401",4.0,21479
"67e7031d4cdda8125e60a397",495863,112783,21.0,15.0,18,483085,482551,483085,"StoreItem","HewnLogItem",482551,"786,72,19",8.0,21566
"67e7035a4cdda8125e60aae3",602690,112783,10.0,5.0,18,529835,602682,529835,"StoreItem","RootCampfireSaladItem",602682,"1338,76,401",2.0,20630
"67e7035d4cdda8125e60ab61",597462,112783,4.0,2.0,19,362215,362215,597454,"StoreItem","ElkCarcassItem",597454,"759,73,1442",5.0,19927
"67e7038d4cdda8125e60b17d",501484,112783,21.0,15.0,18,483085,501476,483085,"StoreItem","HewnLogItem",501476,"786,72,19",5.0,20686
"67e703aa4cdda8125e60b41b",609732,112783,13.75,11.0,18,362215,609724,362215,"StoreItem","CharredFishItem",609724,"759,73,1442",3.0,19434
"67e703b44cdda8125e60b4e4",526279,112783,40.0,1.0,18,362223,526270,362223,"StoreItem","ButcheryTableItem",526270,"1409,68,653",1.0,19422
"67e703d84cdda8125e60b899",571520,112783,0.800000012,4.0,19,464974,464974,571511,"StoreItem","PricklyPearFruitItem",571511,"1398,73,576",10.0,19509
"67e703ea4cdda8125e60babf",522429,112783,100.0,10.0,18,481483,522421,481483,"StoreItem","GeologyResearchPaperBasicItem",522421,"466,69,826",4.0,20344
"67e7040b4cdda8125e60bed3",481305,112783,90.0,6.0,19,484739,484739,481295,"StoreItem","GeologyResearchPaperBasicItem",481295,"1411,78,1402",2.0,19620
"67e704a94cdda8125e60d292",492074,112783,4.0,2.0,18,362207,492066,362207,"StoreItem","ToppedPorridgeItem",492066,"1423,71,108",5.0,20143
"67e704df4cdda8125e60d954",494434,112783,38.0,1.0,18,482742,494426,482742,"StoreItem","GatheringResearchPaperBasicItem",494426,"1282,73,158",3.0,21546
"67e705864cdda8125e60ed78",482750,112783,10.0,10.0,18,541330,482742,541330,"StoreItem","HuckleberrySeedItem",482742,"1438,71,43",5.0,21453
"67e705874cdda8125e60ed9a",457456,112783,1.0,1.0,18,483914,362195,483914,"StoreItem","PumpkinItem",362195,"1573,67,1509",2.0,19889
"67e705904cdda8125e60ee83",509548,112783,20.0,20.0,18,362211,509540,362211,"StoreItem","CharredMushroomsItem",509540,"1418,72,74",3.0,20621
"67e7059c4cdda8125e60efb0",539990,112783,0.400000006,4.0,19,480956,480956,539859,"StoreItem","WoodPulpItem",539859,"1412,72,571",3.0,20895
"67e7062a4cdda8125e60febc",614714,112783,21.149999619,15.0,18,362215,532721,362215,"StoreItem","HewnLogItem",532721,"759,73,1442",4.0,20052
"67e706454cdda8125e610102",541340,112783,30.0,15.0,18,362207,353194,362207,"StoreItem","ToppedPorridgeItem",353194,"1423,71,108",3.0,20795
"67e706774cdda8125e610676",529375,112783,50.600002289,253.0,19,464974,464974,488367,"StoreItem","TaroRootItem",488367,"1398,73,576",2.0,20141
"67e706774cdda8125e61067c",529375,112783,40.0,200.0,19,464974,464974,525302,"StoreItem","TaroRootItem",525302,"1398,73,576",3.0,20149
"67e706ab4cdda8125e610c3c",529847,112783,18.0,2.0,18,539859,529835,539859,"StoreItem","BisonCarcassItem",529835,"1301,73,402",3.0,20182
"67e706ae4cdda8125e610c9a",507833,112783,33.0,11.0,18,356337,497942,356337,"StoreItem","ToppedPorridgeItem",497942,"554,71,811",3.0,21056
"67e706b64cdda8125e610dac",482088,112783,40.0,2.0,18,508531,482080,508531,"StoreItem","SmallWoodCartItem",482080,"640,68,572",1.0,20193
"67e706e44cdda8125e6112fa",483093,112783,30.0,30.0,18,482191,483085,482191,"StoreItem","CharredMushroomsItem",483085,"857,72,108",1.0,20239
"67e707bc4cdda8125e612f19",555561,112783,93.599998474,72.0,18,510847,505049,510847,"StoreItem","MortaredStoneItem",505049,"733,72,728",3.0,20990
"67e708ab4cdda8125e614c45",542997,112783,4.5,15.0,18,464974,542989,464974,"StoreItem","CharredTomatoItem",542989,"1398,73,576",4.0,20702
"67e709294cdda8125e615b8c",483082,112783,2.0,1.0,18,529835,483074,529835,"StoreItem","RootCampfireSaladItem",483074,"1338,76,401",2.0,20875
"67e70a1c4cdda8125e617afd",480506,112783,4.200000286,14.0,18,464974,480500,464974,"StoreItem","CharredTaroItem",480500,"1398,73,576",1.0,21063
"67e70a684cdda8125e618a68",516724,112783,9.0,3.0,18,356337,516716,356337,"StoreItem","ToppedPorridgeItem",516716,"554,71,811",1.0,21138
"67e70aba4cdda8125e6192a9",639092,112783,0.900000036,3.0,18,464974,639083,464974,"StoreItem","CharredTaroItem",639083,"1398,73,576",2.0,21232
"67e70b624cdda8125e61a512",503484,112783,67.0,134.0,19,508531,508531,503476,"StoreItem","OakLogItem",503476,"640,68,572",2.0,21413
"67e70be54cdda8125e61b25c",558532,112783,15.0,5.0,18,356337,558524,356337,"StoreItem","ToppedPorridgeItem",558524,"554,71,811",1.0,21519
"67e70c144cdda8125e61b828",510802,112783,15.0,1.0,18,541330,510794,541330,"StoreItem","GeologyResearchPaperBasicItem",510794,"1438,71,43",1.0,21567
"67e70c294cdda8125e61babd",692370,112783,9.0,3.0,18,356337,692362,356337,"StoreItem","ToppedPorridgeItem",692362,"554,71,811",1.0,21588
"67e70c3d4cdda8125e61bd3e",555561,112783,3.0,1.0,18,508531,505049,508531,"StoreItem","HewnDoorItem",505049,"640,68,572",1.0,21607
"67e70c494cdda8125e61beb8",507833,112783,76.0,2.0,18,111851,497942,111851,"StoreItem","GatheringResearchPaperBasicItem",497942,"832,80,192",7.0,24237
"67e70c674cdda8125e61c2f2",485965,112783,0.300000012,3.0,18,481295,485957,481295,"StoreItem","BoiledGrainsItem",485957,"352,68,1017",7.0,23239
"67e70c884cdda8125e61c70a",639092,112783,6.0,20.0,18,464974,639083,464974,"StoreItem","CharredTaroItem",639083,"1398,73,576",2.0,22977
"67e70c8c4cdda8125e61c772",516724,112783,1.25,1.0,18,576028,516716,576028,"StoreItem","CharredMeatItem",516716,"622,68,683",8.0,25022
"67e70c974cdda8125e61c8ae",609732,112783,25.0,20.0,18,362215,609724,362215,"StoreItem","CharredFishItem",609724,"761,73,1441",3.0,21709
"67e70c974cdda8125e61c8bd",512007,112783,10.0,5.0,18,362207,483900,362207,"StoreItem","ToppedPorridgeItem",483900,"1423,71,108",10.0,24460
"67e70cb64cdda8125e61cc06",357001,112783,10.0,1.0,18,491731,356993,491731,"StoreItem","StockpileItem",356993,"1366,65,360",5.0,21900
"67e70cbf4cdda8125e61cd0c",500260,112783,22.0,44.0,18,111851,500252,111851,"StoreItem","CharredCornItem",500252,"832,80,192",2.0,23186
"67e70cf64cdda8125e61d2f6",575950,112783,2.0,1.0,19,362215,362215,575942,"StoreItem","WolfCarcassItem",575942,"761,73,1441",12.0,24587
"67e70cf74cdda8125e61d332",522429,112783,30.0,2.0,18,479817,522421,479817,"StoreItem","GeologyResearchPaperBasicItem",522421,"1292,72,653",5.0,23269
"67e70d134cdda8125e61d64d",661533,112783,2.0,1.0,18,529835,661525,529835,"StoreItem","ToppedPorridgeItem",661525,"1338,76,401",6.0,21848
"67e70d2e4cdda8125e61d9d4",3304,112783,30.000001907,100.0,19,362203,362203,1664,"StoreItem","CamasBulbItem",1664,"813,71,731",7.0,24935
"67e70d774cdda8125e61e2d0",491739,112783,4.0,2.0,18,529835,491731,529835,"StoreItem","ToppedPorridgeItem",491731,"1338,76,401",3.0,21922
"67e70d954cdda8125e61e678",675522,112783,4.5,15.0,18,482191,482551,482191,"StoreItem","AdobeItem",482551,"857,72,108",4.0,22347
"67e70da04cdda8125e61e841",539990,112783,2.0,1.0,18,529835,539859,529835,"StoreItem","RootCampfireSaladItem",539859,"1338,76,401",1.0,21963
"67e70dbd4cdda8125e61ec0a",483922,112783,29.0,1.0,18,510794,483914,510794,"StoreItem","FarmersTableItem",483914,"1407,72,1357",4.0,24652
"67e70e3a4cdda8125e61f97e",481479,112783,3.600000143,9.0,18,539012,481471,539012,"StoreItem","ToppedPorridgeItem",481471,"1588,69,42",3.0,24651
"67e70e404cdda8125e61fa10",457461,112783,6.0,20.0,18,464974,362191,464974,"StoreItem","CharredTaroItem",362191,"1398,73,576",2.0,23951
"67e70ec84cdda8125e6209ba",484915,112783,4.0,1.0,18,464974,484905,464974,"StoreItem","BeetCampfireSaladItem",484905,"1398,73,576",8.0,24954
"67e70ed04cdda8125e620a97",510802,112783,38.0,1.0,18,111851,510794,111851,"StoreItem","GatheringResearchPaperBasicItem",510794,"832,80,192",3.0,24553
"67e70ed84cdda8125e620bb8",541340,112783,38.0,1.0,18,482742,353194,482742,"StoreItem","GatheringResearchPaperBasicItem",353194,"1282,73,158",2.0,22953
"67e70f0f4cdda8125e62121a",512007,112783,22.0,11.0,18,362207,492066,362207,"StoreItem","ToppedPorridgeItem",492066,"1423,71,108",8.0,24308
"67e70f124cdda8125e62126e",481489,112783,3.599999905,2.0,18,507824,481483,507824,"StoreItem","HewnLogItem",481483,"585,70,643",4.0,24326
"67e70f3a4cdda8125e621748",480506,112783,9.0,30.0,18,464974,480500,464974,"StoreItem","CharredTaroItem",480500,"1398,73,576",1.0,22373
"67e70f424cdda8125e621857",657945,112783,0.199999988,20.0,19,624410,624410,657937,"StoreItem","OakLogItem",657937,"550,69,608",2.0,22412
"67e70f774cdda8125e621f51",509548,112783,40.0,1.0,18,362223,509540,362223,"StoreItem","SmallWoodCartItem",509540,"1409,68,653",1.0,22433
"67e70fb64cdda8125e6227c0",111764,112783,40.0,1.0,18,481706,111758,481706,"StoreItem","ButcheryTableItem",111758,"1506,71,1582",4.0,23219
"67e70ff74cdda8125e623084",507833,112783,75.0,25.0,18,356337,497080,356337,"StoreItem","ToppedPorridgeItem",497080,"554,71,811",3.0,22747
"67e70ffc4cdda8125e623113",357843,112783,3.5,1.0,18,356337,357835,356337,"StoreItem","BeetCampfireSaladItem",357835,"554,71,811",3.0,24089
"67e710244cdda8125e623681",529847,112783,18.0,2.0,18,539859,529835,539859,"StoreItem","BisonCarcassItem",529835,"1301,73,402",3.0,22653
"67e710324cdda8125e623861",483745,112783,30.0,3.0,18,482080,483737,482080,"StoreItem","GeologyResearchPaperBasicItem",483737,"573,69,926",7.0,23745
"67e710574cdda8125e623cd3",483082,112783,0.400000006,1.0,18,529835,483074,529835,"StoreItem","CharredTaroItem",483074,"1338,76,401",5.0,25136
"67e710684cdda8125e623ebb",457457,112783,40.0,40.0,18,362211,362215,362211,"StoreItem","CharredTomatoItem",362215,"1418,72,74",4.0,24934
"67e710884cdda8125e624190",592604,112783,6.0,20.0,18,464974,592596,464974,"StoreItem","CharredTaroItem",592596,"1398,73,576",6.0,25198
"67e710a64cdda8125e624456",529375,112783,2.700000048,9.0,18,464974,525302,464974,"StoreItem","CharredTaroItem",525302,"1398,73,576",1.0,22736
"67e710a74cdda8125e624472",501484,112783,21.0,15.0,18,609724,501476,609724,"StoreItem","HewnLogItem",501476,"914,72,198",3.0,23300
"67e710db4cdda8125e624919",510855,112783,24.0,10.0,18,555551,510847,555551,"StoreItem","ToppedPorridgeItem",510847,"866,66,849",2.0,24997
"67e710e24cdda8125e6249de",481716,112783,225.0,1.0,18,111758,481706,111758,"StoreItem","TownClaimStakeItem",481706,"1461,71,68",8.0,24838
"67e710e44cdda8125e624a25",457465,112783,16.5,11.0,18,529835,362223,529835,"StoreItem","RootCampfireSaladItem",362223,"1338,76,401",4.0,24466
"67e711014cdda8125e624cda",494336,112783,12.5,5.0,18,357162,494328,357162,"StoreItem","RootCampfireSaladItem",494328,"618,76,621",3.0,22827
"67e711274cdda8125e62507d",526279,112783,0.200000003,1.0,19,552247,552247,526270,"StoreItem","BeetItem",526270,"290,66,498",15.0,25024
"67e711944cdda8125e625baa",483093,112783,15.0,30.0,18,482191,483085,482191,"StoreItem","CharredMushroomsItem",483085,"857,72,108",1.0,22975
"67e711d54cdda8125e626295",529375,112783,150.0,100.0,18,362223,488367,362223,"StoreItem","HewnLogItem",488367,"1409,68,653",4.0,24536
"67e712484cdda8125e626e2e",542997,112783,50.0,500.0,19,479817,479817,542989,"StoreItem","WoodPulpItem",542989,"1292,72,653",3.0,23235
"67e7124d4cdda8125e626e73",571520,112783,140.0,2.0,18,487523,571511,487523,"StoreItem","ClaimPaperItem",571511,"1346,76,630",10.0,24360
"67e712b34cdda8125e627929",457458,112783,0.01,1.0,18,632730,447382,632730,"StoreItem","WheelbarrowItem",447382,"691,73,866",3.0,24890
"67e713714cdda8125e628d59",111777,112783,5.0,25.0,18,484739,111769,484739,"StoreItem","FiddleheadsItem",111769,"1411,78,1402",5.0,24995
"67e714044cdda8125e629ec6",479825,112783,6.600000381,22.0,18,464974,479817,464974,"StoreItem","CharredTaroItem",479817,"1398,73,576",14.0,24726
"67e714324cdda8125e62a54e",594314,112783,0.800000012,2.0,18,539012,594306,539012,"StoreItem","ToppedPorridgeItem",594306,"1588,69,42",6.0,23902
"67e714af4cdda8125e62b47c",484747,112783,9.0,45.0,18,479597,484739,479597,"StoreItem","RawFishItem",484739,"1457,71,1407",1.0,23769
"67e7158d4cdda8125e62c9a6",457466,112783,0.400000006,1.0,18,539012,362211,539012,"StoreItem","ToppedPorridgeItem",362211,"1588,69,42",3.0,24130
"67e715b24cdda8125e62cce0",630595,112783,1.5,1.0,18,529835,630584,529835,"StoreItem","RootCampfireSaladItem",630584,"1338,76,401",3.0,24338
"67e715ea4cdda8125e62d36b",480963,112783,6.0,4.0,18,529835,480956,529835,"StoreItem","RootCampfireSaladItem",480956,"1338,76,401",2.0,24085
"67e716f24cdda8125e62ef1d",485133,112783,20.0,20.0,18,503476,485125,503476,"StoreItem","CharredMeatItem",485125,"772,71,866",3.0,24443
"67e717744cdda8125e62fd40",482750,112783,25.0,500.0,19,541330,541330,482742,"StoreItem","WoodPulpItem",482742,"1438,71,43",2.0,24787
"67e717cf4cdda8125e63084d",357618,112783,60.000003815,400.0,19,481483,481483,357610,"StoreItem","PlantFibersItem",357610,"466,69,826",2.0,24673
"67e7187e4cdda8125e63224d",734604,112783,12.5,5.0,18,552247,734595,552247,"StoreItem","RootCampfireSaladItem",734595,"290,66,498",1.0,24745
"67e718ae4cdda8125e6326e9",479790,112783,30.0,1.0,18,483085,479782,483085,"StoreItem","SmallWoodCartItem",479782,"786,72,19",1.0,24792
"67e718e84cdda8125e632d04",482088,112783,30.0,1.0,18,507824,482080,507824,"StoreItem","DendrologyResearchPaperBasicItem",482080,"585,70,643",1.0,24850
"67e7191b4cdda8125e63325a",748305,112783,17.5,5.0,18,356337,748297,356337,"StoreItem","BeetCampfireSaladItem",748297,"554,71,811",2.0,24902
"67e719c14cdda8125e634320",614714,112783,15.0,30.0,18,362215,532721,362215,"StoreItem","CharredTomatoItem",532721,"761,73,1441",4.0,25087
"67e71a034cdda8125e6349c5",506140,112783,27.899999619,279.0,18,357835,506132,357835,"StoreItem","WoodPulpItem",506132,"532,68,785",1.0,25134
"67e71a114cdda8125e634b27",664829,112783,58.0,2.0,18,510794,485604,510794,"StoreItem","FarmersTableItem",485604,"1407,72,1357",2.0,25147
